,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,id_,web_name,team,sum_minutes,sum_points,next_week_points
0,1,1,37,1,37.4,215,8,0,0,10.2,37.8,2019-08-10T11:30:00Z,78,19,0,0,0,0,1,0,868463,5,0,27.0,7,0,0,0,95,False,0,215,De Bruyne,11,78,7,11
1,2,3,44,0,127.7,215,16,2,0,22.5,59.2,2019-08-17T16:30:00Z,90,17,0,0,0,0,2,0,995410,2,2,38.0,11,2049,81457,79408,95,True,0,215,De Bruyne,11,168,18,5
2,1,0,22,0,42.3,215,22,1,0,7.6,17.2,2019-08-25T13:00:00Z,90,3,0,0,0,0,3,0,1566970,3,1,16.0,5,460538,510105,49567,96,False,0,215,De Bruyne,11,258,23,13
3,1,2,41,1,26.7,215,37,0,1,11.4,59.8,2019-08-31T14:00:00Z,68,4,0,0,0,0,4,0,1914603,0,4,27.0,13,293070,373295,80225,97,True,0,215,De Bruyne,11,326,36,1
4,0,0,6,0,36.8,215,46,0,0,4.8,9.2,2019-09-14T16:30:00Z,33,14,0,0,0,0,5,0,2386410,2,3,2.0,1,399792,438722,38930,98,False,0,215,De Bruyne,11,359,37,17
5,2,3,66,1,109.4,215,57,0,1,23.8,88.4,2019-09-21T14:00:00Z,90,18,0,0,0,0,6,0,2431080,0,8,40.0,17,35783,135252,99469,98,True,0,215,De Bruyne,11,449,54,9
6,2,1,30,0,33.6,215,65,1,0,7.5,23.2,2019-09-28T16:30:00Z,79,8,0,0,0,0,7,0,2871266,3,1,18.0,9,388729,412503,23774,99,False,0,215,De Bruyne,11,528,63,0
7,0,0,0,0,0.0,215,75,0,0,0.0,0.0,2019-10-06T13:00:00Z,0,20,0,0,0,0,8,0,2169368,2,0,0.0,0,-653701,141393,795094,100,True,0,215,De Bruyne,11,528,63,3
8,0,0,8,1,34.8,215,84,0,0,6.4,10.0,2019-10-19T16:30:00Z,90,7,0,0,0,0,9,0,2319067,2,0,19.0,3,96039,270262,174223,100,False,0,215,De Bruyne,11,618,66,6
9,1,0,24,1,91.1,215,95,0,0,14.0,37.2,2019-10-26T11:30:00Z,75,2,0,0,0,0,10,0,2640790,0,3,12.0,6,297701,311175,13474,101,True,0,215,De Bruyne,11,693,72,2
10,0,0,21,0,61.9,215,107,1,0,13.5,19.4,2019-11-02T15:00:00Z,90,16,0,0,0,0,11,0,2825502,1,2,54.0,2,168126,197239,29113,102,True,0,215,De Bruyne,11,783,74,2
11,0,0,18,0,52.1,215,114,3,0,10.4,13.4,2019-11-10T16:30:00Z,90,10,0,0,0,0,12,0,2821187,1,3,38.0,2,3438,85140,81702,102,False,0,215,De Bruyne,11,873,76,7
12,0,0,28,0,38.1,215,127,1,1,9.8,40.0,2019-11-23T17:30:00Z,90,6,0,0,0,0,13,0,2803514,1,2,20.0,7,-38785,87013,125798,102,True,0,215,De Bruyne,11,963,83,10
13,0,3,35,0,91.1,215,136,2,1,21.0,62.4,2019-11-30T12:30:00Z,90,13,0,0,0,0,14,0,2872585,2,2,56.0,10,51340,107163,55823,102,False,0,215,De Bruyne,11,1053,93,3
14,0,0,13,1,46.9,215,142,0,0,8.0,15.6,2019-12-03T20:15:00Z,79,5,0,0,0,0,15,0,2951894,4,1,17.0,3,69767,85869,16102,102,False,0,215,De Bruyne,11,1132,96,1
15,0,0,19,0,80.3,215,155,2,0,15.8,28.8,2019-12-07T17:30:00Z,90,12,0,0,0,0,16,0,2925544,2,1,49.0,1,-29654,66817,96471,103,True,1,215,De Bruyne,11,1222,97,19
16,1,3,59,1,32.0,215,161,0,2,16.2,80.4,2019-12-15T16:30:00Z,90,1,0,0,0,0,17,0,2708340,3,0,50.0,19,-221640,42445,264085,102,False,0,215,De Bruyne,11,1312,116,4
17,1,0,28,0,86.6,215,175,1,0,19.1,48.8,2019-12-21T17:30:00Z,90,9,0,0,0,0,18,0,3240793,1,3,56.0,4,425666,442475,16809,103,True,1,215,De Bruyne,11,1402,120,5
18,1,0,21,0,13.8,215,190,1,0,5.1,29.2,2019-12-27T19:45:00Z,66,20,0,0,0,0,19,0,3462785,2,3,8.0,5,287829,315524,27695,104,False,0,215,De Bruyne,11,1468,125,14
19,1,3,34,1,17.8,215,195,0,1,11.9,57.4,2019-12-29T18:00:00Z,90,15,0,0,0,0,20,0,3531631,0,2,44.0,14,64475,93340,28865,105,True,0,215,De Bruyne,11,1558,139,2
20,0,0,13,0,27.3,215,205,1,0,5.4,16.4,2020-01-01T17:30:00Z,90,8,0,0,0,0,21,0,3684027,1,2,10.0,2,134851,158704,23853,106,True,0,215,De Bruyne,11,1648,141,9
21,2,0,34,1,40.7,215,211,0,0,8.9,42.6,2020-01-12T16:30:00Z,62,2,0,0,0,0,22,0,3786619,6,1,6.0,9,83926,128395,44469,106,False,0,215,De Bruyne,11,1710,150,0
22,0,0,5,1,4.9,166,5,0,0,1.6,6.8,2019-08-11T13:00:00Z,90,20,0,0,0,0,1,0,586801,0,0,4.0,2,0,0,0,90,True,0,166,Vardy,9,90,2,2
23,0,0,-3,0,2.3,166,14,1,0,0.9,0.0,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,0,551733,1,1,10.0,2,-82257,18334,100591,90,False,0,166,Vardy,9,180,4,8
24,0,2,25,0,1.8,166,27,1,1,6.2,33.6,2019-08-24T14:00:00Z,90,15,0,0,0,0,3,0,488259,2,1,27.0,8,-78612,32101,110713,89,False,0,166,Vardy,9,270,12,16
25,1,3,63,0,13.6,166,36,1,2,14.6,87.6,2019-08-31T14:00:00Z,90,3,0,0,0,0,4,0,499553,1,3,45.0,16,-7210,49194,56404,89,True,0,166,Vardy,9,360,28,2
26,0,0,5,0,11.3,166,45,1,0,1.7,1.2,2019-09-14T14:00:00Z,90,12,0,0,0,0,5,0,613077,0,1,4.0,2,83507,136063,52556,89,False,0,166,Vardy,9,450,30,2
27,0,0,0,0,11.2,166,56,1,0,6.0,4.2,2019-09-21T11:30:00Z,90,17,0,0,0,0,6,0,557628,1,2,45.0,2,-54500,23463,77963,89,True,0,166,Vardy,9,540,32,12
28,0,3,47,1,12.8,166,66,0,2,14.1,64.4,2019-09-29T15:30:00Z,90,13,0,0,0,0,7,0,597729,0,5,64.0,12,24837,78689,53852,89,True,1,166,Vardy,9,630,44,2
29,0,0,1,0,1.8,166,74,2,0,1.8,6.2,2019-10-05T14:00:00Z,90,10,0,0,0,0,8,0,634677,1,2,10.0,2,33048,74485,41437,89,False,0,166,Vardy,9,720,46,8
30,0,2,30,0,16.5,166,86,1,1,7.2,34.2,2019-10-19T14:00:00Z,90,5,0,0,0,0,9,0,807733,1,2,21.0,8,155188,186366,31178,90,True,0,166,Vardy,9,810,54,20
31,1,3,89,1,3.0,166,98,0,3,20.1,105.4,2019-10-25T19:00:00Z,90,16,0,0,0,0,10,0,1080468,9,0,93.0,20,263104,275941,12837,91,False,0,166,Vardy,9,900,74,6
32,0,0,25,1,0.9,166,105,0,1,7.9,37.8,2019-11-03T14:00:00Z,90,7,0,0,0,0,11,0,1773320,2,0,40.0,6,664797,677105,12308,93,False,0,166,Vardy,9,990,80,12
33,1,3,38,1,21.8,166,113,0,1,12.4,54.6,2019-11-09T17:30:00Z,90,1,0,0,0,0,12,0,2148771,0,2,48.0,12,361319,374313,12994,94,True,0,166,Vardy,9,1080,92,12
34,1,3,38,1,12.8,166,124,0,1,16.7,59.0,2019-11-23T15:00:00Z,90,4,0,0,0,0,13,0,2726238,2,0,95.0,12,544878,553698,8820,96,False,0,166,Vardy,9,1170,104,6
35,0,0,25,0,16.7,166,133,1,1,12.4,38.6,2019-12-01T16:30:00Z,90,8,0,0,0,0,14,0,3169067,1,2,69.0,6,439370,447010,7640,98,True,0,166,Vardy,9,1260,110,5
36,0,0,24,1,3.3,166,143,0,1,7.6,33.6,2019-12-04T19:30:00Z,90,18,0,0,0,0,15,0,3353947,0,2,39.0,5,184299,188348,4049,99,True,1,166,Vardy,9,1350,115,13
37,0,3,61,0,21.7,166,151,1,2,20.2,85.2,2019-12-08T14:00:00Z,90,2,0,0,0,0,16,0,3496234,4,1,95.0,13,129726,139958,10232,100,False,0,166,Vardy,9,1440,128,5
38,1,0,14,0,5.3,166,165,1,0,8.2,7.0,2019-12-14T15:00:00Z,90,14,0,0,0,0,17,0,3698146,1,1,70.0,5,173145,180517,7372,101,True,0,166,Vardy,9,1530,133,9
39,0,3,37,0,15.5,166,175,3,1,8.9,42.2,2019-12-21T17:30:00Z,90,11,0,0,0,0,18,0,3654273,1,3,31.0,9,-12923,58937,71860,101,False,0,166,Vardy,9,1620,142,2
40,0,0,5,0,1.6,166,186,4,0,1.1,3.2,2019-12-26T20:00:00Z,90,10,0,0,0,0,19,0,3707001,4,0,6.0,2,6162,52571,46409,101,True,0,166,Vardy,9,1710,144,0
41,0,0,0,0,0.0,166,200,0,0,0.0,0.0,2019-12-28T17:30:00Z,0,19,0,0,0,0,20,0,3745990,2,1,0.0,0,22749,54066,31317,101,False,0,166,Vardy,9,1710,144,0
42,0,0,0,0,0.0,166,206,0,0,0.0,0.0,2020-01-01T15:00:00Z,0,13,0,0,0,0,21,0,3757751,3,0,0.0,0,-4061,59538,63599,101,False,0,166,Vardy,9,1710,144,5
43,1,0,21,0,20.8,166,216,2,0,4.7,24.4,2020-01-11T15:00:00Z,90,16,0,0,0,0,22,0,3647189,2,1,2.0,5,-120577,137293,257870,100,True,0,166,Vardy,9,1800,149,0
44,0,0,3,0,1.3,192,1,0,0,0.9,1.2,2019-08-09T19:00:00Z,16,14,0,0,0,0,1,0,842260,1,4,6.0,1,0,0,0,115,True,0,192,Mané,10,16,1,13
45,1,3,45,0,56.0,192,19,1,1,16.3,69.4,2019-08-17T14:00:00Z,90,16,0,0,0,0,2,0,863447,2,1,38.0,13,-51300,64639,115939,115,False,0,192,Mané,10,106,14,3
46,0,0,10,1,51.2,192,24,0,0,10.1,20.2,2019-08-24T16:30:00Z,76,1,0,0,0,0,3,0,1221704,1,3,30.0,3,277381,334374,56993,115,True,0,192,Mané,10,182,17,8
47,0,0,23,1,16.6,192,32,0,1,9.4,40.2,2019-08-31T16:30:00Z,84,5,0,0,0,0,4,0,1205831,3,0,37.0,8,-29935,102201,132136,115,False,0,192,Mané,10,266,25,15
48,0,3,41,0,26.0,192,44,1,2,15.9,67.2,2019-09-14T11:30:00Z,90,13,0,0,0,0,5,0,1276973,1,3,66.0,15,39157,119917,80760,115,True,0,192,Mané,10,356,40,2
49,0,0,7,0,3.4,192,53,1,0,1.8,8.2,2019-09-22T15:30:00Z,70,6,0,0,0,0,6,0,1491310,2,1,6.0,2,186213,214436,28223,116,False,0,192,Mané,10,426,42,3
50,0,0,-2,1,3.6,192,68,0,0,3.4,0.0,2019-09-28T11:30:00Z,90,15,0,0,0,0,7,0,1456661,1,0,32.0,3,-32979,115519,148498,116,False,0,192,Mané,10,516,45,12
51,1,2,35,0,16.5,192,74,1,1,11.3,51.6,2019-10-05T14:00:00Z,90,9,0,0,0,0,8,0,1499465,1,2,45.0,12,25505,88004,62499,116,True,0,192,Mané,10,606,57,2
52,0,0,5,0,36.3,192,87,1,0,4.7,6.2,2019-10-20T15:30:00Z,90,12,0,0,0,0,9,0,2058900,1,1,4.0,2,521038,544714,23676,118,False,0,192,Mané,10,696,59,5
53,1,0,18,0,32.6,192,94,1,0,6.4,9.2,2019-10-27T16:30:00Z,90,17,0,0,0,0,10,0,2120143,1,2,22.0,5,72746,110812,38066,118,True,0,192,Mané,10,786,64,12
54,1,3,29,0,45.7,192,102,1,1,17.7,53.0,2019-11-02T15:00:00Z,90,2,0,0,0,0,11,0,2173207,2,1,78.0,12,40945,99733,58788,119,False,1,192,Mané,10,876,76,7
55,0,0,21,0,22.3,192,114,1,1,10.9,47.4,2019-11-10T16:30:00Z,90,11,0,0,0,0,12,0,2401403,1,3,39.0,7,209439,225027,15588,120,True,0,192,Mané,10,966,83,9
56,0,2,26,0,24.7,192,125,1,1,10.2,37.0,2019-11-23T15:00:00Z,90,7,0,0,0,0,13,0,2768501,2,1,40.0,9,339909,356312,16403,121,False,0,192,Mané,10,1056,92,2
57,0,0,17,0,32.9,192,134,1,0,11.6,23.2,2019-11-30T15:00:00Z,90,4,0,0,0,0,14,0,2894269,1,2,60.0,2,128984,146886,17902,122,True,0,192,Mané,10,1146,94,15
58,2,2,40,0,28.1,192,149,2,1,12.5,66.0,2019-12-04T20:15:00Z,90,8,0,0,0,0,15,0,2888125,2,5,31.0,15,-3831,38019,41850,122,True,0,192,Mané,10,1236,109,0
59,0,0,0,0,0.0,192,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,3,0,0,0,0,16,0,3065463,3,0,0.0,0,161809,191240,29431,123,False,0,192,Mané,10,1236,109,6
60,1,0,15,1,15.2,192,166,0,0,7.0,23.4,2019-12-14T12:30:00Z,90,18,0,0,0,0,17,0,3076237,0,2,31.0,6,1511,76746,75235,123,True,0,192,Mané,10,1326,115,6
61,1,0,13,1,36.3,192,186,0,0,10.3,22.2,2019-12-26T20:00:00Z,90,9,0,0,0,0,19,0,2675872,4,0,44.0,6,125310,166363,41053,122,False,0,192,Mané,10,1416,121,11
62,0,3,35,1,15.5,192,194,0,1,9.7,40.0,2019-12-29T16:30:00Z,90,20,0,0,0,0,20,0,2724536,0,1,41.0,11,44849,76332,31483,122,True,0,192,Mané,10,1506,132,8
63,0,0,25,1,15.8,192,204,0,1,14.9,45.4,2020-01-02T20:00:00Z,77,15,0,0,0,0,21,0,2818918,0,2,88.0,8,84941,114078,29137,123,True,0,192,Mané,10,1583,140,3
64,0,0,10,1,10.6,192,219,0,0,5.4,12.6,2020-01-11T17:30:00Z,80,17,0,0,0,0,22,0,2923945,1,0,31.0,3,93711,128999,35288,123,False,0,192,Mané,10,1663,143,0
65,0,3,53,1,4.9,233,9,0,2,13.5,71.8,2019-08-11T15:30:00Z,85,6,0,0,0,0,1,0,931252,0,4,58.0,13,0,0,0,85,True,0,233,Rashford,12,85,13,6
66,1,1,22,0,25.2,233,20,1,0,5.2,17.8,2019-08-19T19:00:00Z,88,20,0,0,0,0,2,0,1448980,1,1,9.0,6,271490,312546,41056,86,False,0,233,Rashford,12,173,19,0
67,0,0,-4,0,18.3,233,25,2,0,5.2,4.2,2019-08-24T14:00:00Z,90,7,0,1,0,0,3,0,1768707,2,1,29.0,0,242968,330657,87689,87,True,0,233,Rashford,12,263,19,2
68,0,0,2,0,21.8,233,39,1,0,14.8,8.0,2019-08-31T11:30:00Z,90,16,0,0,0,0,4,0,1609697,1,1,118.0,2,-170815,108606,279421,86,False,0,233,Rashford,12,353,21,9
69,0,3,34,1,16.0,233,45,0,1,7.4,38.4,2019-09-14T14:00:00Z,90,9,0,0,0,0,5,0,1289403,0,1,20.0,9,-335976,27166,363142,85,True,0,233,Rashford,12,443,30,2
70,0,0,5,0,12.5,233,60,1,0,2.3,4.6,2019-09-22T13:00:00Z,60,19,0,0,0,0,6,0,1233336,0,2,6.0,2,-79465,29569,109034,85,False,0,233,Rashford,12,503,32,4
71,1,0,14,0,23.1,233,67,1,0,8.2,20.4,2019-09-30T19:00:00Z,90,1,0,0,0,0,7,0,768173,1,1,38.0,4,-459532,3600,463132,84,True,1,233,Rashford,12,593,36,2
72,0,0,6,0,24.2,233,76,1,0,3.2,6.2,2019-10-06T15:30:00Z,90,13,0,0,0,0,8,0,722006,0,1,2.0,2,-61607,13831,75438,84,False,0,233,Rashford,12,683,38,9
73,0,3,32,1,12.0,233,87,0,1,7.4,37.8,2019-10-20T15:30:00Z,83,10,0,0,0,0,9,0,678570,1,1,24.0,9,-47360,7878,55238,84,True,0,233,Rashford,12,766,47,9
74,1,2,47,0,29.3,233,97,1,1,17.7,67.0,2019-10-27T16:30:00Z,90,14,0,1,0,0,10,0,743873,3,1,81.0,9,56476,66069,9593,84,False,0,233,Rashford,12,856,56,2
75,0,0,8,0,24.9,233,103,1,0,5.6,7.2,2019-11-02T12:30:00Z,90,3,0,0,0,0,11,0,868996,0,1,24.0,2,116308,147092,30784,85,False,0,233,Rashford,12,946,58,5
76,0,0,20,0,28.0,233,115,1,1,16.2,41.6,2019-11-10T14:00:00Z,90,4,0,0,0,0,12,0,948548,1,3,92.0,5,63961,95260,31299,85,True,1,233,Rashford,12,1036,63,11
77,1,2,40,0,20.1,233,128,3,1,11.7,54.6,2019-11-24T16:30:00Z,90,15,0,0,0,0,13,0,1030297,3,3,42.0,11,78316,120583,42267,86,False,0,233,Rashford,12,1126,74,5
78,1,0,7,0,17.1,233,135,2,0,4.4,6.2,2019-12-01T16:30:00Z,90,2,0,0,0,0,14,0,1236859,2,2,21.0,5,196057,221964,25907,87,True,0,233,Rashford,12,1216,79,13
79,0,3,56,0,3.9,233,144,1,2,17.3,77.8,2019-12-04T19:30:00Z,90,17,0,0,0,0,15,0,1239593,1,2,91.0,13,9597,63992,54395,87,True,0,233,Rashford,12,1306,92,9
80,0,3,28,0,11.9,233,155,1,1,7.3,35.4,2019-12-07T17:30:00Z,90,11,0,0,0,0,16,0,1389052,2,1,26.0,9,136224,166792,30568,88,False,0,233,Rashford,12,1396,101,2
81,0,0,1,0,16.3,233,167,1,0,6.9,12.8,2019-12-15T14:00:00Z,90,8,0,0,0,0,17,0,1825049,1,1,40.0,2,410968,426190,15222,90,True,0,233,Rashford,12,1486,103,2
82,0,0,5,0,39.0,233,179,2,0,8.6,15.2,2019-12-22T14:00:00Z,90,18,0,0,0,0,18,0,2175733,0,2,32.0,2,265465,289271,23806,91,False,0,233,Rashford,12,1576,105,6
83,0,0,28,0,8.4,233,187,1,1,7.7,32.2,2019-12-26T17:30:00Z,62,13,0,0,0,0,19,0,2050805,1,4,36.0,6,-47543,66025,113568,91,True,0,233,Rashford,12,1638,111,9
84,0,3,34,1,9.3,233,193,0,1,12.0,41.2,2019-12-28T19:45:00Z,90,5,0,0,0,0,20,0,2071439,2,0,69.0,9,14258,78077,63819,91,False,0,233,Rashford,12,1728,120,2
85,0,0,-1,0,3.8,233,201,2,0,3.7,3.4,2020-01-01T20:00:00Z,90,1,0,0,0,0,21,0,2069836,0,2,30.0,2,-11085,87349,98434,91,False,0,233,Rashford,12,1818,122,12
86,0,3,57,0,9.4,233,217,0,2,16.0,73.2,2020-01-11T15:00:00Z,58,14,0,0,0,0,22,0,2193838,0,4,77.0,12,108583,213745,105162,92,True,0,233,Rashford,12,1876,134,0
87,0,0,25,1,6.5,11,10,0,1,15.0,37.4,2019-08-11T13:00:00Z,90,13,0,0,0,0,1,0,1474313,1,0,106.0,6,0,0,0,110,False,0,11,Aubameyang,1,90,6,6
88,0,1,25,0,18.9,11,11,1,1,9.4,42.2,2019-08-17T11:30:00Z,90,5,0,0,0,0,2,0,1793344,1,2,33.0,6,113772,181990,68218,110,True,1,11,Aubameyang,1,180,12,5
89,1,0,17,0,25.3,11,24,3,0,5.5,7.0,2019-08-24T16:30:00Z,90,10,0,0,0,0,3,0,1573634,1,3,23.0,5,-248663,52971,301634,110,False,0,11,Aubameyang,1,270,17,9
90,0,3,35,0,26.6,11,31,2,1,12.7,47.8,2019-09-01T15:30:00Z,90,17,0,0,0,0,4,0,1499754,2,2,53.0,9,-109901,59121,169022,110,True,0,11,Aubameyang,1,360,26,13
91,0,3,54,0,2.2,11,49,2,2,11.5,69.2,2019-09-15T15:30:00Z,90,18,0,0,0,0,5,0,1468857,2,2,44.0,13,-59610,66384,125994,110,False,0,11,Aubameyang,1,450,39,5
92,0,0,26,0,1.6,11,51,2,1,9.5,34.6,2019-09-22T15:30:00Z,90,2,0,0,0,0,6,0,1618723,2,3,59.0,5,117466,158891,41425,110,True,1,11,Aubameyang,1,540,44,9
93,0,3,33,0,25.7,11,67,1,1,8.7,42.2,2019-09-30T19:00:00Z,90,12,0,0,0,0,7,0,1587257,1,1,19.0,9,-30817,72845,103662,110,False,0,11,Aubameyang,1,630,53,2
94,0,0,0,1,12.8,11,71,0,0,6.1,1.0,2019-10-06T13:00:00Z,90,3,0,0,0,0,8,0,1829633,0,1,47.0,2,201560,219717,18157,110,True,0,11,Aubameyang,1,720,55,2
95,0,0,7,0,4.7,11,88,1,0,1.6,3.6,2019-10-21T19:00:00Z,90,15,0,0,0,0,9,0,1970131,0,1,8.0,2,133927,185133,51206,111,False,0,11,Aubameyang,1,810,57,2
96,0,0,5,0,12.4,11,91,2,0,2.4,1.0,2019-10-27T16:30:00Z,90,7,0,0,0,0,10,0,2024573,2,2,11.0,2,52748,105976,53228,111,True,0,11,Aubameyang,1,900,59,8
97,0,2,27,0,10.6,11,101,1,1,8.9,39.6,2019-11-02T15:00:00Z,90,20,0,0,0,0,11,0,1860399,1,1,39.0,8,-162894,42836,205730,111,True,0,11,Aubameyang,1,990,67,2
98,0,0,10,0,30.3,11,113,2,0,6.4,11.4,2019-11-09T17:30:00Z,90,9,0,0,0,0,12,0,1811963,0,2,22.0,2,-52840,36266,89106,110,False,0,11,Aubameyang,1,1080,69,5
99,1,0,10,0,11.1,11,121,2,0,5.9,10.6,2019-11-23T15:00:00Z,90,16,0,0,0,0,13,0,1743921,2,2,37.0,5,-85518,75823,161341,110,True,0,11,Aubameyang,1,1170,74,13
100,0,3,58,0,22.3,11,137,2,2,15.1,78.6,2019-12-01T14:00:00Z,90,14,0,0,0,0,14,0,1605491,2,2,50.0,13,-133989,49088,183077,109,False,0,11,Aubameyang,1,1260,87,2
101,0,0,10,0,21.3,11,141,2,0,5.3,7.2,2019-12-05T20:15:00Z,90,4,0,0,0,0,15,0,1701355,2,1,24.0,2,81531,101589,20058,109,True,0,11,Aubameyang,1,1350,89,12
102,1,3,44,0,26.1,11,160,1,1,12.4,53.8,2019-12-09T20:00:00Z,90,19,0,0,0,0,16,0,1560111,3,1,44.0,12,-136352,21499,157851,109,False,0,11,Aubameyang,1,1440,101,2
103,0,0,4,0,0.3,11,161,3,0,0.4,0.0,2019-12-15T16:30:00Z,90,11,0,0,0,0,17,0,1385735,3,0,5.0,2,-177057,12220,189277,108,True,0,11,Aubameyang,1,1530,103,2
104,0,0,1,1,3.8,11,174,0,0,6.1,3.4,2019-12-21T12:30:00Z,77,8,0,0,0,0,18,0,1403413,0,0,54.0,2,-19102,41676,60778,108,False,0,11,Aubameyang,1,1607,105,7
105,0,2,27,0,7.7,11,182,1,1,12.6,30.2,2019-12-26T15:00:00Z,90,3,0,0,0,0,19,0,1324251,1,1,88.0,7,-55871,21338,77209,108,False,1,11,Aubameyang,1,1697,112,9
106,0,3,35,0,12.8,11,191,2,1,11.0,46.2,2019-12-29T14:00:00Z,90,6,0,0,0,0,20,0,1298352,2,1,51.0,9,-27729,13916,41645,108,True,0,11,Aubameyang,1,1787,121,2
107,0,0,11,1,18.9,11,201,0,0,4.5,9.6,2020-01-01T20:00:00Z,90,12,0,0,0,0,21,0,1289768,0,2,16.0,2,-13285,27128,40413,108,True,0,11,Aubameyang,1,1877,123,4
108,0,1,20,0,2.2,11,214,1,1,5.3,29.4,2020-01-11T12:30:00Z,66,7,0,0,0,1,22,0,1381989,1,1,21.0,4,86685,167670,80985,108,False,0,11,Aubameyang,1,1943,127,0
109,1,2,40,0,39.7,191,1,1,1,13.4,54.8,2019-08-09T19:00:00Z,90,14,0,0,0,0,1,0,2375465,1,4,39.0,12,0,0,0,125,True,0,191,Salah,10,90,12,3
110,0,0,0,1,11.8,191,19,0,0,4.3,2.4,2019-08-17T14:00:00Z,78,16,0,0,0,0,2,0,2778082,2,1,29.0,3,114282,156910,42628,125,False,0,191,Salah,10,168,15,15
111,0,3,43,0,16.6,191,24,1,2,15.5,71.2,2019-08-24T16:30:00Z,90,1,0,0,0,0,3,0,2444065,1,3,67.0,15,-351541,47097,398638,125,True,0,191,Salah,10,258,30,6
112,1,0,15,1,38.4,191,32,0,0,12.3,27.0,2019-08-31T16:30:00Z,90,5,0,0,0,0,4,0,2810462,3,0,58.0,6,243530,291554,48024,125,False,0,191,Salah,10,348,36,9
113,0,2,34,0,41.8,191,44,1,1,15.9,44.6,2019-09-14T11:30:00Z,90,13,0,0,0,0,5,0,2874525,1,3,73.0,9,31898,124574,92676,125,True,0,191,Salah,10,438,45,5
114,1,0,11,0,15.3,191,53,1,0,6.6,14.8,2019-09-22T15:30:00Z,90,6,0,0,0,0,6,0,2804643,2,1,36.0,5,-80384,49872,130256,125,False,0,191,Salah,10,528,50,3
115,0,0,2,1,13.3,191,68,0,0,8.9,7.6,2019-09-28T11:30:00Z,90,15,0,0,0,0,7,0,2889458,1,0,68.0,3,48879,123616,74737,125,False,0,191,Salah,10,618,53,2
116,0,0,5,0,37.7,191,74,1,0,15.0,18.2,2019-10-05T14:00:00Z,90,9,0,0,0,0,8,0,2797360,1,2,94.0,2,-92287,34441,126728,125,True,0,191,Salah,10,708,55,0
117,0,0,0,0,0.0,191,87,0,0,0.0,0.0,2019-10-20T15:30:00Z,0,12,0,0,0,0,9,0,2186184,1,1,0.0,0,-601424,13726,615150,124,False,0,191,Salah,10,708,55,7
118,0,0,25,0,15.3,191,94,1,1,15.3,45.0,2019-10-27T16:30:00Z,84,17,0,0,0,0,10,0,2096834,1,2,93.0,7,-114968,23153,138121,124,True,0,191,Salah,10,792,62,2
119,0,0,4,0,1.2,191,102,1,0,3.5,0.0,2019-11-02T15:00:00Z,64,2,0,0,0,0,11,0,2001830,2,1,35.0,2,-101601,29418,131019,124,False,0,191,Salah,10,856,64,8
120,0,1,25,0,3.3,191,114,1,1,9.7,45.2,2019-11-10T16:30:00Z,86,11,0,0,0,0,12,0,1894445,1,3,48.0,8,-110997,26242,137239,123,True,0,191,Salah,10,942,72,0
121,0,0,0,0,0.0,191,125,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,7,0,0,0,0,13,0,1659338,2,1,0.0,0,-233449,36039,269488,123,False,0,191,Salah,10,942,72,3
122,0,0,6,1,12.7,191,134,0,0,4.3,0.4,2019-11-30T15:00:00Z,68,4,0,0,0,0,14,0,1632180,1,2,30.0,3,-43760,37183,80943,122,True,0,191,Salah,10,1010,75,0
123,0,0,0,0,0.0,191,149,0,0,0.0,0.0,2019-12-04T20:15:00Z,0,8,0,0,0,0,15,0,1585242,2,5,0.0,0,-49660,11978,61638,122,True,0,191,Salah,10,1010,75,13
124,1,2,34,1,51.5,191,152,0,1,20.6,63.2,2019-12-07T15:00:00Z,90,3,0,0,0,0,16,0,1511749,3,0,91.0,13,-79042,42208,121250,122,False,0,191,Salah,10,1100,88,16
125,0,3,38,1,3.9,191,166,0,2,19.9,69.8,2019-12-14T12:30:00Z,90,18,0,0,0,0,17,0,1582495,0,2,125.0,16,58171,84297,26126,122,True,0,191,Salah,10,1190,104,3
126,0,0,5,1,15.9,191,186,0,0,4.0,0.0,2019-12-26T20:00:00Z,69,9,0,0,0,0,19,0,1722996,4,0,25.0,3,233179,244647,11468,122,False,0,191,Salah,10,1259,107,3
127,0,0,0,1,38.5,191,194,0,0,8.2,12.6,2019-12-29T16:30:00Z,90,20,0,0,0,0,20,0,1787526,0,1,31.0,3,63148,89337,26189,123,True,0,191,Salah,10,1349,110,10
128,0,2,32,1,40.2,191,204,0,1,17.7,46.8,2020-01-02T20:00:00Z,90,15,0,0,0,0,21,0,1773138,0,2,90.0,10,-15901,53382,69283,123,True,0,191,Salah,10,1439,120,6
129,1,0,25,1,40.2,191,219,0,0,9.3,22.6,2020-01-11T17:30:00Z,90,17,0,0,0,0,22,0,1838831,1,0,30.0,6,57249,97161,39912,123,False,0,191,Salah,10,1529,126,0
