,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek,id_,sum_points,web_name
758,0,0,9,0,0.0,235,25,2,0,1.0,10.0,2019-08-24T14:00:00Z,90,7,0,0,0,0,3,1,1329773,2,1,0.0,1,57649,118498,60849,56,True,0,3,235,13,de Gea
759,0,0,10,0,0.0,235,39,1,0,1.0,10.4,2019-08-31T11:30:00Z,90,16,0,0,0,0,4,1,1297883,1,1,0.0,2,-60184,47132,107316,56,False,0,4,235,15,de Gea
760,0,2,26,1,0.0,235,45,0,0,2.2,22.4,2019-09-14T14:00:00Z,90,9,0,0,0,0,5,3,1194637,0,1,0.0,9,-122612,16217,138829,56,True,0,5,235,24,de Gea
761,0,0,16,0,0.0,235,60,2,0,2.8,27.6,2019-09-22T13:00:00Z,90,19,0,0,0,0,6,4,1257361,0,2,0.0,2,30627,53276,22649,56,False,0,6,235,26,de Gea
762,0,1,17,0,0.0,235,67,1,0,3.1,31.0,2019-09-30T19:00:00Z,90,1,0,0,0,0,7,4,1194609,1,1,0.0,4,-68180,21069,89249,56,True,0,7,235,30,de Gea
763,0,0,10,0,0.0,235,76,1,0,0.8,7.6,2019-10-06T15:30:00Z,90,13,0,0,0,0,8,1,1209638,0,1,0.0,2,-2096,30109,32205,56,False,0,8,235,32,de Gea
764,0,0,16,0,0.0,235,87,1,0,2.1,21.2,2019-10-20T15:30:00Z,90,10,0,0,0,0,9,3,1014409,1,1,0.0,3,-192476,14453,206929,55,True,0,9,235,35,de Gea
765,0,0,11,0,0.0,235,97,1,0,1.4,14.0,2019-10-27T16:30:00Z,90,14,0,0,0,0,10,2,1009485,3,1,0.0,2,-17362,15087,32449,55,False,0,10,235,37,de Gea
766,0,0,17,0,0.0,235,103,1,0,4.3,42.8,2019-11-02T12:30:00Z,90,3,0,0,0,0,11,5,1002235,0,1,0.0,3,-12474,15748,28222,55,False,0,11,235,40,de Gea
767,0,0,10,0,0.0,235,115,1,0,1.1,11.2,2019-11-10T14:00:00Z,90,4,0,0,0,0,12,1,1032793,1,3,0.0,2,17482,41329,23847,55,True,0,12,235,42,de Gea
768,0,0,6,0,11.2,498,10,1,0,1.9,5.4,2019-08-11T13:00:00Z,36,1,0,0,0,0,1,0,10377,1,0,2.0,1,0,0,0,45,True,0,1,498,1,Willems
769,0,0,0,0,0.0,498,17,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,14,0,0,0,0,2,0,11814,1,3,0.0,0,-649,459,1108,45,False,0,2,498,1,Willems
770,0,0,0,0,0.0,498,28,0,0,0.0,0.0,2019-08-25T15:30:00Z,0,17,0,0,0,0,3,0,10647,1,0,0.0,0,-1557,134,1691,45,False,0,3,498,1,Willems
771,0,0,17,0,3.3,498,38,1,0,2.4,10.6,2019-08-31T14:00:00Z,90,18,0,0,0,0,4,0,9646,1,1,10.0,2,-1298,146,1444,45,True,0,4,498,3,Willems
772,0,0,27,0,12.3,498,44,3,1,7.1,41.8,2019-09-14T11:30:00Z,90,10,0,0,0,0,5,0,9654,1,3,17.0,7,-438,319,757,45,False,0,5,498,10,Willems
773,0,0,18,1,1.9,498,58,0,0,2.2,1.6,2019-09-21T16:30:00Z,81,4,0,0,0,0,6,0,20835,0,0,18.0,6,9101,10756,1655,45,True,0,6,498,16,Willems
774,0,0,0,0,0.0,498,66,0,0,0.0,0.0,2019-09-29T15:30:00Z,0,9,0,0,0,0,7,0,19970,0,5,0.0,0,-156,2199,2355,45,False,0,7,498,16,Willems
775,1,3,38,1,30.6,498,76,0,0,9.0,35.8,2019-10-06T15:30:00Z,90,12,0,0,0,0,8,0,17998,0,1,24.0,12,-2139,742,2881,45,True,0,8,498,28,Willems
776,0,0,9,0,1.9,498,83,1,0,1.6,8.2,2019-10-19T14:00:00Z,90,6,0,0,0,0,9,0,45212,0,1,6.0,2,21504,25262,3758,45,False,0,9,498,30,Willems
777,0,0,14,0,15.8,498,96,1,0,6.5,29.4,2019-10-27T14:00:00Z,90,20,0,0,0,0,10,0,60817,1,1,20.0,2,15396,18380,2984,45,True,0,10,498,32,Willems
778,1,3,35,0,41.1,498,110,1,0,7.9,35.6,2019-11-02T15:00:00Z,86,19,0,0,0,0,11,0,66986,3,2,2.0,8,5892,10507,4615,45,False,0,11,498,40,Willems
779,0,0,8,0,1.1,498,116,1,0,7.9,28.4,2019-11-09T15:00:00Z,90,3,0,0,0,0,12,0,132812,1,2,49.0,2,57049,61161,4112,45,True,0,12,498,42,Willems
780,0,0,9,0,1.5,423,2,1,0,1.3,9.6,2019-08-10T14:00:00Z,81,3,0,0,0,0,1,0,8809,1,1,2.0,2,0,0,0,45,False,0,1,423,2,Basham
781,0,0,25,1,10.8,423,18,0,0,4.4,27.6,2019-08-18T13:00:00Z,90,7,0,0,0,0,2,0,9695,0,1,6.0,6,-340,325,665,45,True,0,2,423,8,Basham
782,0,0,7,0,1.7,423,27,2,0,1.4,8.0,2019-08-24T14:00:00Z,77,9,0,0,0,0,3,0,13712,2,1,4.0,1,2263,3376,1113,45,True,0,3,423,9,Basham
783,0,0,17,0,11.3,423,33,2,0,3.2,17.6,2019-08-31T14:00:00Z,83,6,0,0,0,0,4,0,13207,2,2,3.0,1,-703,491,1194,45,False,0,4,423,10,Basham
784,0,0,5,0,1.1,423,47,1,0,2.8,18.8,2019-09-14T14:00:00Z,83,16,0,0,0,0,5,0,13300,1,0,8.0,2,-344,620,964,45,True,0,5,423,12,Basham
785,0,0,20,1,1.0,423,55,0,0,2.4,18.8,2019-09-21T14:00:00Z,90,8,0,0,0,0,6,0,13114,2,0,4.0,6,-354,205,559,45,False,0,6,423,18,Basham
786,0,0,11,0,1.2,423,68,1,0,1.4,12.8,2019-09-28T11:30:00Z,90,10,0,0,0,0,7,0,13116,1,0,0.0,2,-242,351,593,45,True,0,7,423,20,Basham
787,0,0,20,1,3.2,423,79,0,0,2.3,13.4,2019-10-05T14:00:00Z,90,18,0,0,0,0,8,0,13731,0,0,6.0,6,277,718,441,45,False,0,8,423,26,Basham
788,0,1,25,1,0.7,423,88,0,0,2.8,26.8,2019-10-21T19:00:00Z,90,1,0,0,0,0,9,0,14210,0,1,0.0,7,297,764,467,45,True,0,9,423,33,Basham
789,0,0,15,0,0.6,423,100,1,0,2.4,23.0,2019-10-26T14:00:00Z,90,19,0,0,0,0,10,0,15996,1,1,0.0,2,1462,1840,378,45,False,0,10,423,35,Basham
790,0,0,17,1,1.3,423,108,0,0,0.7,3.4,2019-11-02T15:00:00Z,90,5,0,0,0,0,11,0,18287,0,3,2.0,5,1927,2530,603,45,True,1,11,423,40,Basham
791,0,0,11,0,1.7,423,119,1,0,1.7,15.2,2019-11-09T15:00:00Z,90,17,0,0,0,0,12,0,19761,1,1,0.0,1,1176,1919,743,45,False,1,12,423,41,Basham
792,0,0,-1,1,0.7,91,3,0,0,0.8,0.0,2019-08-10T14:00:00Z,90,16,0,0,0,0,1,0,99872,0,3,8.0,2,0,0,0,65,True,0,1,91,2,Wood
793,0,0,6,0,12.8,91,11,1,0,2.2,1.4,2019-08-17T11:30:00Z,60,1,0,0,0,0,2,0,82910,1,2,8.0,2,-19415,1717,21132,65,False,0,2,91,4,Wood
794,0,0,4,0,13.8,91,30,1,0,8.8,9.4,2019-08-25T15:30:00Z,90,20,0,0,0,0,3,0,60327,1,1,65.0,2,-23835,3531,27366,64,False,0,3,91,6,Wood
795,0,0,-4,0,13.2,91,32,3,0,2.9,0.0,2019-08-31T16:30:00Z,90,10,1,0,0,0,4,0,44380,3,0,17.0,0,-17050,1994,19044,63,True,0,4,91,6,Wood
796,0,0,2,0,0.4,91,43,1,0,0.3,0.0,2019-09-14T14:00:00Z,65,4,0,0,0,0,5,0,44860,1,1,6.0,2,-1197,9452,10649,63,False,0,5,91,8,Wood
797,0,3,53,1,14.4,91,52,0,2,19.8,72.6,2019-09-21T14:00:00Z,90,14,0,0,0,0,6,0,39978,0,2,111.0,13,-5171,2415,7586,63,True,0,6,91,21,Wood
798,0,1,25,0,1.3,91,61,2,1,7.2,33.6,2019-09-28T14:00:00Z,90,2,0,0,0,0,7,0,60936,2,2,37.0,7,18088,23966,5878,62,False,0,7,91,28,Wood
799,0,0,5,1,1.1,91,73,0,0,1.2,2.4,2019-10-05T14:00:00Z,90,8,0,0,0,0,8,0,93127,0,1,8.0,2,29628,36120,6492,62,True,0,8,91,30,Wood
800,0,0,12,0,17.7,91,86,2,1,11.9,45.2,2019-10-19T14:00:00Z,90,9,0,0,0,0,9,0,83201,1,2,56.0,5,-8617,8001,16618,62,False,1,9,91,35,Wood
801,0,0,0,0,0.0,91,93,0,0,0.0,0.0,2019-10-26T16:30:00Z,0,6,0,0,0,0,10,0,93257,4,2,0.0,0,8459,19231,10772,62,True,0,10,91,35,Wood
802,0,0,0,0,0.0,91,108,0,0,0.0,0.0,2019-11-02T15:00:00Z,0,15,0,0,0,0,11,0,72869,0,3,0.0,0,-19733,2272,22005,62,False,0,11,91,35,Wood
803,0,0,14,1,1.3,91,111,0,1,11.7,38.2,2019-11-09T15:00:00Z,90,19,0,0,0,0,12,0,59088,0,3,77.0,6,-13994,754,14748,62,True,0,12,91,41,Wood
804,0,0,16,1,1.8,401,5,0,0,0.2,0.0,2019-08-11T13:00:00Z,90,9,0,0,0,0,1,0,199907,0,0,0.0,6,0,0,0,60,False,0,1,401,6,Doherty
805,0,0,3,0,0.8,401,20,1,0,0.1,0.0,2019-08-19T19:00:00Z,45,12,0,0,0,0,2,0,224750,1,1,0.0,1,-7294,8662,15956,60,True,0,2,401,7,Doherty
806,0,0,12,0,3.6,401,30,1,0,2.0,6.6,2019-08-25T15:30:00Z,75,5,0,0,0,0,3,0,226075,1,1,10.0,2,-7217,14199,21416,60,True,0,3,401,9,Doherty
807,0,0,0,0,0.0,401,35,0,0,0.0,0.0,2019-09-01T13:00:00Z,0,8,0,0,0,0,4,0,215151,2,3,0.0,0,-15149,6512,21661,60,False,0,4,401,9,Doherty
808,1,0,12,0,1.7,401,50,1,0,4.6,7.8,2019-09-14T14:00:00Z,34,6,0,0,0,0,5,0,169920,5,2,36.0,4,-45740,2781,48521,60,True,0,5,401,13,Doherty
809,0,0,1,0,2.1,401,54,1,0,4.2,6.8,2019-09-22T13:00:00Z,56,7,0,0,0,0,6,0,170658,1,1,33.0,1,-3848,4925,8773,60,False,0,6,401,14,Doherty
810,0,3,36,1,12.8,401,70,0,1,9.2,46.2,2019-09-28T14:00:00Z,90,18,0,0,0,0,7,0,165544,0,2,33.0,15,-6964,5076,12040,60,True,0,7,401,29,Doherty
811,0,0,4,0,0.3,401,75,0,0,1.2,11.6,2019-10-06T13:00:00Z,22,11,0,0,0,0,8,0,183861,2,0,0.0,1,14153,20805,6652,60,False,0,8,401,30,Doherty
812,1,0,13,0,1.4,401,90,1,0,0.9,3.6,2019-10-19T14:00:00Z,45,16,0,0,0,0,9,0,217522,1,1,4.0,4,24406,32959,8553,60,True,0,9,401,34,Doherty
813,0,0,11,0,14.0,401,96,1,0,5.9,10.0,2019-10-27T14:00:00Z,90,13,0,0,0,0,10,0,230434,1,1,35.0,2,12501,19640,7139,60,False,0,10,401,36,Doherty
814,0,0,11,0,16.3,401,101,1,0,6.8,12.8,2019-11-02T15:00:00Z,70,1,0,0,0,0,11,0,229575,1,1,39.0,2,-2416,13481,15897,60,False,0,11,401,38,Doherty
815,0,0,13,0,13.8,401,120,1,0,7.3,11.4,2019-11-10T14:00:00Z,90,2,0,0,0,0,12,0,231490,1,2,48.0,2,-4860,14561,19421,60,True,0,12,401,40,Doherty
816,0,0,17,1,16.4,141,4,0,0,4.5,6.4,2019-08-10T14:00:00Z,90,7,0,0,0,0,1,0,1405926,0,0,22.0,6,0,0,0,60,False,0,1,141,6,Digne
817,1,2,36,1,29.8,141,15,0,0,9.3,35.4,2019-08-17T14:00:00Z,72,18,0,0,0,0,2,0,1483833,0,1,28.0,11,-9219,56136,65355,60,True,0,2,141,17,Digne
818,0,0,12,0,53.4,141,21,2,0,8.0,14.4,2019-08-23T19:00:00Z,90,2,0,0,0,0,3,0,1629653,0,2,12.0,1,100774,206315,105541,60,False,0,3,141,18,Digne
819,1,1,24,0,36.5,141,35,2,0,8.9,40.8,2019-09-01T13:00:00Z,90,20,0,0,0,0,4,0,1795092,2,3,12.0,5,111092,196347,85255,61,True,0,4,141,23,Digne
820,0,0,12,0,40.8,141,42,3,0,7.2,17.0,2019-09-15T13:00:00Z,90,3,0,0,0,0,5,0,1994135,1,3,14.0,0,156391,231427,75036,62,False,1,5,141,23,Digne
821,0,0,12,0,19.3,141,55,2,0,5.8,13.6,2019-09-21T14:00:00Z,90,15,0,0,0,0,6,0,2021685,2,0,25.0,1,12177,88691,76514,62,True,0,6,141,24,Digne
822,0,0,20,0,26.4,141,65,3,0,4.1,11.6,2019-09-28T16:30:00Z,90,11,0,0,0,0,7,0,1660140,3,1,3.0,1,-350567,17143,367710,61,True,0,7,141,25,Digne
823,0,0,14,0,26.8,141,73,1,0,3.8,9.4,2019-10-05T14:00:00Z,90,5,0,0,0,0,8,0,1562937,0,1,2.0,2,-111089,20887,131976,60,False,0,8,141,27,Digne
824,0,0,24,1,49.6,141,85,0,0,7.0,17.0,2019-10-19T11:30:00Z,90,19,0,0,0,0,9,0,1439004,0,2,3.0,6,-131540,14360,145900,60,True,0,9,141,33,Digne
825,0,0,12,0,42.5,141,92,3,0,7.0,25.0,2019-10-26T14:00:00Z,90,4,1,0,0,0,10,0,1436528,2,3,2.0,-1,-11114,24222,35336,60,False,0,10,141,32,Digne
826,1,1,28,0,57.3,141,106,1,0,10.7,41.2,2019-11-03T16:30:00Z,90,17,0,0,0,0,11,0,1277056,1,1,8.0,6,-157399,10468,167867,59,True,0,11,141,38,Digne
827,0,0,16,0,58.8,141,118,1,0,8.6,21.4,2019-11-09T15:00:00Z,90,16,0,0,0,0,12,0,1273940,2,1,6.0,2,-18775,27378,46153,59,False,0,12,141,40,Digne
828,0,0,27,0,0.8,183,1,1,1,7.4,52.4,2019-08-09T19:00:00Z,90,14,0,0,0,0,1,0,2725192,1,4,21.0,8,0,0,0,65,True,0,1,183,8,van Dijk
829,0,0,16,0,1.1,183,19,1,0,3.4,30.8,2019-08-17T14:00:00Z,90,16,0,0,0,0,2,0,3217035,2,1,2.0,2,60548,107209,46661,65,False,0,2,183,10,van Dijk
830,0,0,7,0,0.8,183,24,1,0,3.2,11.0,2019-08-24T16:30:00Z,90,1,0,0,0,0,3,0,3261181,1,3,20.0,2,-71028,94480,165508,65,True,0,3,183,12,van Dijk
831,0,1,27,1,1.0,183,32,0,0,2.4,20.8,2019-08-31T16:30:00Z,90,5,0,0,0,0,4,0,3306073,3,0,2.0,7,-62084,87396,149480,65,False,0,4,183,19,van Dijk
832,0,0,17,0,4.5,183,44,1,0,5.8,24.4,2019-09-14T11:30:00Z,90,13,0,0,0,0,5,0,3401581,1,3,29.0,2,6215,128944,122729,65,True,0,5,183,21,van Dijk
833,0,0,13,0,0.5,183,53,1,0,1.5,14.2,2019-09-22T15:30:00Z,90,6,0,0,0,0,6,0,3308891,2,1,0.0,2,-120067,32733,152800,65,False,0,6,183,23,van Dijk
834,0,2,29,1,14.1,183,68,0,0,4.7,31.0,2019-09-28T11:30:00Z,90,15,0,0,0,0,7,0,3234963,1,0,2.0,8,-111045,39184,150229,65,False,0,7,183,31,van Dijk
835,0,0,18,0,3.4,183,74,1,0,2.4,17.0,2019-10-05T14:00:00Z,90,9,0,0,0,0,8,0,3233186,1,2,4.0,2,-28162,35562,63724,65,True,0,8,183,33,van Dijk
836,0,0,13,0,1.3,183,87,1,0,1.8,16.4,2019-10-20T15:30:00Z,90,12,0,0,0,0,9,0,3185653,1,1,0.0,2,-72180,27864,100044,65,False,0,9,183,35,van Dijk
837,0,0,14,0,2.6,183,94,1,0,3.6,16.4,2019-10-27T16:30:00Z,90,17,0,0,0,0,10,0,3161305,1,2,17.0,2,-40156,24219,64375,65,True,0,10,183,37,van Dijk
838,0,0,10,0,11.8,183,102,1,0,3.4,18.0,2019-11-02T15:00:00Z,90,2,0,0,0,0,11,0,3008759,2,1,4.0,1,-160108,20403,180511,65,False,1,11,183,38,van Dijk
839,0,0,15,0,0.1,183,114,1,0,3.1,28.4,2019-11-10T16:30:00Z,90,11,0,0,0,0,12,0,2864573,1,3,2.0,2,-149272,10214,159486,64,True,0,12,183,40,van Dijk
840,0,0,9,0,0.0,262,10,1,0,1.1,11.0,2019-08-11T13:00:00Z,90,1,0,0,0,0,1,1,56134,1,0,0.0,2,0,0,0,50,True,0,1,262,2,Dubravka
841,0,0,18,0,0.0,262,17,3,0,3.9,38.6,2019-08-17T14:00:00Z,90,14,0,0,0,0,2,5,61288,1,3,0.0,2,-1234,3381,4615,50,False,0,2,262,4,Dubravka
842,0,0,25,1,0.0,262,28,0,0,1.4,14.2,2019-08-25T15:30:00Z,90,17,0,0,0,0,3,2,57057,1,0,0.0,6,-5481,735,6216,50,False,0,3,262,10,Dubravka
843,0,0,13,0,0.0,262,38,1,0,1.4,14.0,2019-08-31T14:00:00Z,90,18,0,0,0,0,4,3,66281,1,1,0.0,3,4567,8846,4279,50,True,0,4,262,13,Dubravka
844,0,0,15,0,0.0,262,44,3,0,3.3,32.6,2019-09-14T11:30:00Z,90,10,0,0,0,0,5,5,61743,1,3,0.0,2,-4818,1092,5910,50,False,0,5,262,15,Dubravka
845,0,0,24,1,0.0,262,58,0,0,1.4,13.8,2019-09-21T16:30:00Z,90,4,0,0,0,0,6,2,65614,0,0,0.0,6,1555,4410,2855,50,True,0,6,262,21,Dubravka
846,0,0,9,0,0.0,262,66,5,0,1.1,10.8,2019-09-29T15:30:00Z,90,9,0,0,0,0,7,1,64362,0,5,0.0,0,-1636,2618,4254,50,False,0,7,262,21,Dubravka
847,0,1,26,1,0.0,262,76,0,0,2.3,22.6,2019-10-06T15:30:00Z,90,12,0,0,0,0,8,3,63141,0,1,0.0,8,-1915,1629,3544,50,True,0,8,262,29,Dubravka
848,0,0,21,0,0.0,262,83,1,0,5.0,50.4,2019-10-19T14:00:00Z,90,6,0,0,0,0,9,6,63790,0,1,0.0,4,-377,2302,2679,50,False,0,9,262,33,Dubravka
849,0,0,16,0,0.0,262,96,1,0,2.5,25.0,2019-10-27T14:00:00Z,90,20,0,0,0,0,10,4,68601,1,1,0.0,3,3850,5304,1454,50,True,0,10,262,36,Dubravka
850,0,0,18,0,0.0,262,110,2,0,3.1,30.8,2019-11-02T15:00:00Z,90,19,0,0,0,0,11,4,69494,3,2,0.0,2,295,2824,2529,50,False,0,11,262,38,Dubravka
851,0,0,14,0,0.0,262,116,1,0,2.0,19.6,2019-11-09T15:00:00Z,90,3,0,0,0,0,12,2,72684,1,2,0.0,2,1873,3967,2094,50,True,0,12,262,40,Dubravka
852,0,0,0,0,5.3,30,6,3,0,1.5,1.4,2019-08-10T16:30:00Z,90,17,0,0,0,0,1,0,19086,1,3,8.0,2,0,0,0,55,False,0,1,30,2,El Ghazi
853,0,0,3,0,11.1,30,12,2,0,5.5,0.4,2019-08-17T14:00:00Z,74,3,0,0,0,0,2,0,25533,2,1,43.0,2,2182,5484,3302,55,True,0,2,30,4,El Ghazi
854,0,0,20,0,0.5,30,21,0,1,11.2,37.0,2019-08-23T19:00:00Z,13,8,0,0,0,0,3,0,22463,0,2,74.0,6,-3603,1821,5424,55,True,0,3,30,10,El Ghazi
855,0,0,0,0,0.0,30,34,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,7,0,0,0,0,4,0,31576,0,1,0.0,0,6034,10398,4364,55,False,0,4,30,10,El Ghazi
856,0,0,10,1,37.2,30,41,0,0,6.5,16.6,2019-09-16T19:00:00Z,90,19,0,0,0,0,5,0,28322,0,0,11.0,3,-3493,2874,6367,55,True,0,5,30,13,El Ghazi
857,1,0,21,0,30.1,30,51,3,0,7.5,35.6,2019-09-22T15:30:00Z,85,1,0,0,0,0,6,0,26249,2,3,9.0,5,-2494,1044,3538,55,False,0,6,30,18,El Ghazi
858,0,0,21,0,2.0,30,61,1,1,6.8,36.2,2019-09-28T14:00:00Z,69,5,0,0,0,0,7,0,28923,2,2,30.0,7,1849,4499,2650,55,True,0,7,30,25,El Ghazi
859,2,0,29,1,36.0,30,77,0,0,14.4,47.2,2019-10-05T14:00:00Z,63,14,0,0,0,0,8,0,44853,5,1,61.0,9,14210,17035,2825,55,False,0,8,30,34,El Ghazi
860,0,0,1,0,3.3,30,81,1,0,3.7,0.0,2019-10-19T14:00:00Z,75,4,0,0,0,0,9,0,129566,1,2,36.0,2,76061,85376,9315,55,True,0,9,30,36,El Ghazi
861,0,0,3,0,0.3,30,95,0,0,0.0,0.0,2019-10-26T11:30:00Z,6,11,0,0,0,0,10,0,123243,0,3,0.0,1,-2302,13740,16042,55,False,0,10,30,37,El Ghazi
862,0,0,15,0,26.2,30,102,2,0,6.6,23.0,2019-11-02T15:00:00Z,90,10,0,0,0,0,11,0,108827,2,1,17.0,1,-15358,9683,25041,55,True,1,11,30,38,El Ghazi
863,0,0,12,0,31.1,30,120,2,0,5.6,12.2,2019-11-10T14:00:00Z,90,20,0,0,0,0,12,0,113096,1,2,13.0,2,2648,13985,11337,55,False,0,12,30,40,El Ghazi
864,0,0,15,1,13.8,176,5,0,0,3.7,20.2,2019-08-11T13:00:00Z,90,20,0,0,0,0,1,0,69367,0,0,3.0,3,0,0,0,50,True,0,1,176,3,Ndidi
865,0,3,27,0,1.8,176,14,1,1,7.1,51.8,2019-08-18T15:30:00Z,90,6,0,0,0,0,2,0,83961,1,1,17.0,10,-15,9985,10000,50,False,0,2,176,13,Ndidi
866,0,0,0,0,0.0,176,27,0,0,0.0,0.0,2019-08-24T14:00:00Z,0,15,0,0,0,0,3,0,214846,2,1,0.0,0,101154,120660,19506,50,False,0,3,176,13,Ndidi
867,0,0,22,0,22.2,176,36,1,0,5.6,31.6,2019-08-31T14:00:00Z,90,3,0,0,0,0,4,0,198763,1,3,2.0,2,-15512,37049,52561,50,True,0,4,176,15,Ndidi
868,0,0,17,0,3.3,176,45,1,0,3.1,11.8,2019-09-14T14:00:00Z,90,12,0,0,0,0,5,0,209018,0,1,16.0,2,2355,28727,26372,50,False,0,5,176,17,Ndidi
869,0,0,9,0,1.3,176,56,1,0,1.4,11.6,2019-09-21T11:30:00Z,90,17,0,0,0,0,6,0,203067,1,2,1.0,2,-8240,11086,19326,50,True,0,6,176,19,Ndidi
870,0,0,34,1,14.9,176,66,0,1,9.4,61.6,2019-09-29T15:30:00Z,90,13,0,0,0,0,7,0,200705,0,5,17.0,8,-5231,13937,19168,50,True,0,7,176,27,Ndidi
871,0,0,14,0,4.8,176,74,2,0,2.2,16.8,2019-10-05T14:00:00Z,90,10,0,0,0,0,8,0,212842,1,2,0.0,1,9305,21180,11875,50,False,1,8,176,28,Ndidi
872,0,0,11,0,5.6,176,86,1,0,2.1,15.0,2019-10-19T14:00:00Z,90,5,0,0,0,0,9,0,221116,1,2,0.0,2,5708,19184,13476,50,True,0,9,176,30,Ndidi
873,0,0,13,1,16.0,176,98,0,0,5.0,26.0,2019-10-25T19:00:00Z,90,16,0,0,0,0,10,0,225133,9,0,8.0,3,3010,12886,9876,50,False,0,10,176,33,Ndidi
874,0,0,18,1,1.7,176,105,0,0,2.3,20.2,2019-11-03T14:00:00Z,90,7,0,0,0,0,11,0,221818,2,0,1.0,3,-4461,17481,21942,50,False,0,11,176,36,Ndidi
875,0,0,13,1,12.2,176,113,0,0,4.5,27.8,2019-11-09T17:30:00Z,90,1,0,0,0,0,12,0,223307,0,2,5.0,3,618,14414,13796,50,True,0,12,176,39,Ndidi
876,1,0,16,1,10.9,49,7,0,0,2.1,6.2,2019-08-10T14:00:00Z,90,18,0,0,0,0,1,0,31960,3,0,4.0,6,0,0,0,65,False,0,1,49,6,Groß
877,0,1,21,0,72.7,49,13,1,0,11.8,17.8,2019-08-17T14:00:00Z,66,19,0,0,0,0,2,0,88937,1,1,27.0,3,34844,43480,8636,65,True,0,2,49,9,Groß
878,0,0,4,0,14.9,49,23,1,0,1.9,4.0,2019-08-24T14:00:00Z,12,16,0,0,0,0,3,0,83552,2,0,0.0,1,-5524,9883,15407,65,True,0,3,49,10,Groß
879,0,0,2,0,0.8,49,37,1,0,0.0,0.0,2019-08-31T14:00:00Z,16,11,0,0,0,0,4,0,63023,0,4,0.0,1,-20680,1979,22659,65,False,0,4,49,11,Groß
880,0,0,13,0,69.1,49,43,1,0,10.3,16.4,2019-09-14T14:00:00Z,90,5,0,0,0,0,5,0,54447,1,1,17.0,2,-9835,1903,11738,65,True,0,5,49,13,Groß
881,0,0,11,1,41.3,49,58,0,0,6.0,3.8,2019-09-21T16:30:00Z,81,13,0,0,0,0,6,0,49026,0,0,15.0,3,-5917,985,6902,65,False,0,6,49,16,Groß
882,0,0,11,0,33.5,49,63,2,0,6.4,11.0,2019-09-28T14:00:00Z,90,6,0,0,0,0,7,0,43491,0,2,19.0,2,-5774,757,6531,65,False,0,7,49,18,Groß
883,0,0,15,1,58.0,49,72,0,0,11.0,22.4,2019-10-05T11:30:00Z,90,17,0,0,0,0,8,0,40508,0,3,30.0,3,-3315,1010,4325,64,True,0,8,49,21,Groß
884,1,1,31,0,69.7,49,81,2,0,14.8,37.8,2019-10-19T14:00:00Z,90,2,0,0,0,0,9,0,40344,1,2,40.0,6,-598,2164,2762,64,False,0,9,49,27,Groß
885,0,0,20,0,2.5,49,92,1,1,4.5,33.8,2019-10-26T14:00:00Z,64,8,0,0,0,0,10,0,43201,2,3,9.0,7,2437,3896,1459,64,True,0,10,49,34,Groß
886,0,0,7,0,41.8,49,104,0,0,6.3,9.4,2019-11-02T15:00:00Z,58,14,0,0,0,0,11,0,51658,0,2,12.0,1,7462,9970,2508,64,True,0,11,49,35,Groß
887,1,0,15,0,16.8,49,115,1,0,6.3,25.0,2019-11-10T14:00:00Z,31,12,0,0,0,0,12,0,48554,1,3,21.0,4,-2733,3504,6237,64,False,0,12,49,39,Groß
888,0,0,10,0,33.9,287,1,4,0,5.2,15.6,2019-08-09T19:00:00Z,90,10,0,0,0,0,1,0,21324,1,4,2.0,2,0,0,0,45,False,0,1,287,2,Cantwell
889,2,2,33,0,58.3,287,17,1,0,14.6,46.6,2019-08-17T14:00:00Z,90,13,0,0,0,0,2,0,45092,1,3,41.0,10,13546,18880,5334,45,True,0,2,287,12,Cantwell
890,0,0,26,0,2.2,287,26,3,1,7.7,38.0,2019-08-24T11:30:00Z,90,6,0,0,0,0,3,0,333226,3,2,37.0,7,251060,293306,42246,46,True,0,3,287,19,Cantwell
891,0,0,1,0,3.1,287,40,2,0,1.1,0.2,2019-08-31T14:00:00Z,77,19,0,0,0,0,4,0,1089772,0,2,8.0,2,693891,732227,38336,47,False,0,4,287,21,Cantwell
892,0,0,24,0,12.8,287,46,2,1,9.2,46.0,2019-09-14T16:30:00Z,90,11,0,0,0,0,5,0,1264977,2,3,33.0,6,177537,281589,104052,48,True,1,5,287,27,Cantwell
893,0,0,14,0,15.5,287,52,2,0,5.2,8.2,2019-09-21T14:00:00Z,89,5,0,0,0,0,6,0,1769658,0,2,28.0,2,472528,494150,21622,49,False,0,6,287,29,Cantwell
894,0,0,-3,0,2.5,287,64,1,0,5.8,3.8,2019-09-28T14:00:00Z,80,7,0,0,0,0,7,0,1886599,0,2,52.0,2,121682,188103,66421,50,False,0,7,287,31,Cantwell
